DATETIME;ATHN;MXCO;NANM;CALM;ROME;AATB;BKSN;JUNG;JUNG1;LMKS;IRK2;IRK3;DRBS;NEWK;KIEL2;YKTK;KERG;CALG;OULU;APTY;TXBY;FSMT;INVK;JBGO;NAIN;PWNK;THUL;MWSN;SOPB;SOPO;DOMB;DOMC;TERA
2024-03-24 13:32:00;   null;224.225;259.046; 68.142;122.859;1318.950;119.090;151.875;346.535;410.520;340.805;410.500;105.696; 88.465;166.496;202.933;208.033;271.103; 99.440;162.767; 96.200;199.120;177.320;255.800;198.070;207.225;115.095;227.440;124.820;267.370;  4.172; 16.183;107.225
2024-03-24 13:34:00;   null;218.716;254.822; 69.583;120.266;1308.500;120.033;153.288;349.916;407.568;342.400;417.000;102.922; 91.010;167.310;203.800;207.033;273.374; 99.900;159.427; 98.733;201.375;179.000;245.300;197.565;203.420;113.710;228.750;127.765;265.750;  4.188; 16.472;108.405
2024-03-24 13:36:00;   null;220.809;266.281; 74.825;119.383;1288.750;120.151;152.760;352.384;408.904;345.145;408.000;106.506; 89.755;164.226;203.467;207.033;268.946; 99.796;163.486; 96.467;194.815;180.640;   null;198.155;208.685;116.830;226.300;126.485;263.040;  4.871; 16.968;112.163
2024-03-24 13:38:00;   null;223.267;260.758; 73.633;121.300;1295.050;121.834;150.470;351.936;409.775;337.445;410.000;105.251; 89.550;169.786;203.333;206.110;271.551;100.338;162.588; 97.800;198.530;180.165;   null;200.395;205.755;111.950;227.300;127.855;263.785;  4.570; 16.568;107.434
2024-03-24 13:40:00;   null;223.800;260.360; 69.967;123.650;1282.550;121.242;151.543;345.219;411.762;343.370;410.000;106.881; 90.975;168.656;203.200;204.875;275.115; 98.534;167.214; 97.133;202.690;177.845;   null;199.810;206.200;114.855;226.425;125.960;264.215;  4.892; 17.233;108.305
2024-03-24 13:42:00;   null;222.034;257.620; 74.192;121.566;1293.650;122.959;152.550;351.799;408.897;340.715;411.000;106.735; 89.145;166.881;210.533;207.479;277.513; 98.178;163.176; 99.267;196.680;180.350;   null;198.265;205.915;115.140;226.205;125.440;261.535;  4.485; 16.803;105.682
2024-03-24 13:44:00;   null;223.084;258.590; 70.242;121.867;1287.850;120.460;149.853;347.612;404.998;341.900;414.000;104.074; 91.270;166.608;203.133;211.481;271.024; 98.998;164.331; 96.333;198.075;181.090;   null;202.185;206.240;116.375;229.570;126.825;265.920;  4.510; 16.783;108.358
2024-03-24 13:46:00;   null;219.575;262.155; 70.250;119.992;1279.550;120.823;153.202;350.110;407.696;337.530;410.500;106.869; 90.820;164.504;202.400;203.474;272.390; 98.747;163.614; 96.400;205.300;177.965;245.200;198.990;204.765;115.860;226.215;126.780;266.410;  4.484; 16.755;108.768
2024-03-24 13:48:00;   null;220.517;261.552; 70.975;124.458;1298.350;121.043;152.352;351.073;409.949;338.230;409.500;106.419; 88.315;167.465;203.800;209.403;276.700; 98.652;162.774; 97.400;199.780;177.055;245.500;198.260;205.570;114.435;224.210;125.730;262.420;  4.510; 16.676;110.156
2024-03-24 13:50:00;   null;220.142;259.955; 69.358;118.258;1288.650;121.583;152.266;346.967;410.735;340.135;414.000;105.311; 88.710;169.563;204.600;209.639;272.958;100.519;166.202; 95.533;200.270;180.605;248.250;199.610;206.070;114.195;226.780;126.680;262.725;  4.680; 16.306;107.332
2024-03-24 13:52:00;   null;220.550;260.311; 73.042;119.242;1295.350;120.028;149.671;347.665;405.884;335.990;410.500;105.236; 89.475;169.511;207.667;201.900;272.132; 99.802;164.741; 93.000;200.085;176.405;   null;196.895;204.990;114.205;222.910;126.815;263.150;  4.713; 16.631;107.225
2024-03-24 13:54:00;   null;221.650;262.778; 72.825;122.767;1293.100;118.960;150.564;343.312;408.715;336.400;417.000;105.495; 90.025;165.242;207.467;204.089;276.226;100.298;161.718; 97.067;202.165;179.935;247.400;195.335;205.070;112.480;227.235;126.275;265.195;  4.382; 16.623;109.539
2024-03-24 13:56:00;   null;223.175;259.227; 70.992;121.167;1286.500;121.039;150.228;347.486;406.727;338.695;414.500;106.466; 89.205;162.387;204.400;206.245;274.299; 99.705;164.557; 95.667;199.475;178.545;   null;196.020;203.690;115.815;226.535;125.990;265.880;  4.706; 16.370;112.316
2024-03-24 13:58:00;   null;222.475;260.880; 71.458;119.792;1305.900;121.007;150.153;346.671;406.203;343.600;407.500;104.807; 90.200;170.510;204.933;208.059;272.089;102.882;163.555; 99.600;199.150;178.025;242.200;200.045;205.450;113.140;228.410;127.270;261.200;  4.893; 16.426;109.385
2024-03-24 14:00:00;   null;223.558;256.816; 71.883;121.567;1294.350;125.101;148.838;344.351;409.340;340.335;414.000;106.756; 90.755;167.314;203.000;203.507;277.005; 99.725;162.181; 97.400;202.000;175.850;251.300;196.535;205.445;115.890;225.130;127.230;261.725;  4.307; 16.973;110.928
2024-03-24 14:02:00;   null;219.684;256.519; 72.892;123.550;1300.850;122.376;152.004;347.029;410.036;344.650;411.500;104.907; 88.165;170.449;207.200;203.881;271.931; 98.441;164.471; 96.667;197.780;178.440;   null;198.260;207.240;115.265;224.685;125.245;262.875;  4.256; 17.143;110.564
2024-03-24 14:04:00;   null;226.375;260.452; 71.167;122.841;1298.800;120.132;149.970;350.183;403.487;339.655;411.500;100.505; 89.835;170.845;207.600;201.834;273.729;101.759;167.205; 97.600;200.150;179.580;   null;196.855;207.605;112.385;223.090;125.690;266.375;  4.265; 16.771;109.740
2024-03-24 14:06:00;   null;219.441;259.913; 69.125;123.883;1299.400;123.000;150.536;351.841;408.786;335.455;416.500;105.607; 89.220;170.693;203.000;205.798;275.703; 99.345;163.130; 96.400;203.400;174.460;   null;199.485;204.225;112.980;226.460;126.355;261.605;  4.757; 17.350;108.868
2024-03-24 14:08:00;   null;224.008;262.477; 71.325;120.925;1304.800;118.533;152.046;343.462;406.949;342.730;412.000;107.166; 90.605;163.633;203.467;207.849;273.201;102.524;165.729; 95.400;200.790;180.005;   null;198.090;204.080;114.245;228.145;126.170;262.885;  4.646; 16.543;108.352
2024-03-24 14:10:00;   null;219.883;263.339; 71.542;121.742;1277.200;120.786;150.098;342.948;413.029;343.215;410.000;102.000; 89.860;164.921;202.333;207.165;274.242; 98.860;167.394; 95.067;200.355;176.055;242.500;199.850;204.710;114.990;224.770;127.355;263.090;  4.875; 17.067;111.027
2024-03-24 14:12:00;   null;220.425;260.772; 70.575;119.067;1306.750;123.037;150.381;350.955;407.275;342.755;407.500;104.680; 87.860;167.178;207.533;209.324;273.141; 98.937;166.987; 93.667;198.795;179.450;   null;198.680;204.870;112.570;228.925;126.075;265.390;  4.272; 16.462;108.506
2024-03-24 14:14:00;   null;222.550;260.923; 70.042;122.017;1299.600;120.042;152.046;345.833;413.671;343.235;411.000;104.971; 89.570;167.014;205.533;204.533;273.621; 96.754;161.977; 95.400;200.580;179.515;240.800;198.890;200.390;114.300;228.425;125.460;268.985;  4.501; 17.009;110.411
2024-03-24 14:16:00;   null;225.258;251.817; 74.717;123.275;1302.100;118.164;151.341;351.625;407.105;341.040;415.000;104.738; 91.450;166.215;203.933;204.637;275.684; 98.047;164.995; 97.333;201.055;179.860;   null;196.535;204.190;112.300;231.470;128.035;266.240;  4.306; 16.520;108.405
2024-03-24 14:18:00;   null;221.867;258.497; 70.858;121.966;1307.250;121.911;149.489;347.481;407.777;339.905;416.000;102.820; 90.035;170.104;204.267;206.006;274.415; 99.774;162.924; 95.000;199.470;181.500;237.900;199.415;204.870;113.295;226.370;125.865;265.495;  4.434; 17.068;107.688
2024-03-24 14:20:00;   null;223.200;258.646; 70.208;120.900;1286.800;126.086;150.906;350.703;406.658;336.845;415.500;105.144; 91.375;165.845;205.467;199.846;272.174; 99.963;162.183; 94.933;200.785;178.015;   null;197.820;201.250;114.935;226.580;125.290;259.055;  4.833; 16.268;108.252
2024-03-24 14:22:00;   null;219.317;259.948; 73.267;124.025;1289.100;120.806;148.235;350.118;409.547;340.055;413.000;104.237; 90.810;167.945;205.867;208.165;279.426;101.434;163.617; 94.867;198.470;178.705;245.800;195.680;202.435;117.030;222.075;126.905;264.300;  4.629; 17.025;109.540
2024-03-24 14:24:00;   null;223.967;256.743; 70.633;120.117;1303.900;122.051;152.176;346.533;406.835;343.505;413.000;105.249; 89.875;164.869;204.933;203.026;272.684; 99.611;164.798; 97.400;202.560;180.615;   null;196.585;206.830;114.565;226.415;126.485;264.840;  4.382; 16.131;106.710
2024-03-24 14:26:00;   null;222.825;259.117; 79.750;123.034;1294.900;122.385;151.205;347.585;408.723;338.830;416.000;103.964; 89.815;169.125;204.733;210.561;272.609;102.331;163.512; 96.533;200.780;180.850;241.300;200.790;205.640;115.130;224.435;125.720;263.300;  4.747; 16.271;109.076
2024-03-24 14:28:00;   null;221.950;259.415; 69.292;121.492;1296.600;118.532;150.066;348.641;408.952;342.640;411.000;103.852; 90.450;166.292;203.067;204.295;271.096; 99.333;165.668; 96.200;200.580;180.055;   null;198.305;203.085;114.790;225.935;127.360;262.485;  4.485; 16.436;109.176
2024-03-24 14:30:00;   null;216.500;257.171; 71.600;122.784;1294.300;122.334;151.906;351.369;408.726;345.605;414.500;106.732; 91.140;168.127;204.667;202.688;274.194; 99.583;162.263; 95.000;196.780;177.220;240.800;197.940;206.810;113.610;225.750;128.005;265.620;  4.391; 17.009;110.718
2024-03-24 14:32:00;   null;218.250;261.342; 72.350;124.434;1301.900;116.672;154.196;351.916;409.863;340.555;409.500;103.584; 90.245;169.175;203.267;206.896;273.887;101.887;163.083; 95.733;202.460;177.195;   null;200.730;204.755;117.415;225.265;123.565;260.595;  4.374; 16.014;106.657
2024-03-24 14:34:00;   null;220.683;261.176; 70.700;122.300;1293.450;123.530;149.618;354.166;410.473;344.795;408.000;104.541; 89.180;168.834;203.533;207.584;273.531; 99.238;167.071; 94.600;199.755;178.715;   null;197.425;204.890;113.590;226.175;124.435;259.465;  4.544; 17.047;108.098
2024-03-24 14:36:00;   null;221.667;260.339; 70.658;119.808;1297.300;119.694;151.924;344.351;403.763;335.255;409.000;104.305; 91.285;164.927;201.467;206.526;272.590;100.024;164.108; 94.000;197.735;178.315;   null;198.425;198.175;115.550;224.355;123.385;260.910;  4.459; 16.728;107.534
2024-03-24 14:38:00;   null;215.975;260.140; 73.333;120.617;1295.600;116.949;151.165;347.261;403.429;342.535;407.500;103.493; 86.070;163.594;204.533;201.382;270.099;103.207;163.466; 95.133;198.765;178.310;241.150;197.565;197.935;115.600;226.970;123.475;260.390;  4.756; 16.815;106.093
2024-03-24 14:40:00; 55.511;219.142;261.659; 70.708;122.917;1288.000;120.988;149.331;346.315;408.557;336.545;406.500;105.154; 91.170;171.887;203.867;209.166;274.648; 99.160;164.144; 97.000;199.640;176.350;238.200;197.500;202.695;114.305;227.980;125.115;264.910;  4.467; 16.784;107.736
2024-03-24 14:42:00; 54.633;219.334;256.360; 69.717;119.559;1294.500;120.496;149.728;345.427;402.020;341.755;409.000;102.457; 91.650;165.640;204.800;204.708;268.152; 99.395;166.221; 97.000;200.865;177.535;   null;193.960;204.760;113.145;225.720;124.385;259.675;  4.764; 16.207;106.657
2024-03-24 14:44:00; 55.658;222.709;255.278; 73.108;117.575;1305.100;121.222;150.006;345.811;405.990;340.900;408.000;106.334; 90.005;168.007;203.867;207.585;272.834; 98.584;164.646; 96.000;199.175;179.570;   null;201.945;197.335;113.505;227.375;125.380;260.575;  4.483; 16.750;110.555
2024-03-24 14:46:00; 55.115;222.100;258.036; 69.342;123.242;1278.900;120.435;151.269;344.614;402.758;341.460;416.000;105.750; 89.175;165.606;204.267;203.268;268.975; 98.898;163.152; 96.067;201.405;179.260;242.300;196.665;202.870;115.230;225.355;125.570;263.580;  4.508; 16.125;107.629
2024-03-24 14:48:00; 54.031;219.059;259.239; 70.983;120.083;1291.250;121.304;149.978;341.612;404.818;338.120;408.000;103.898; 90.960;167.404;201.267;203.268;269.473; 99.433;166.858; 97.867;199.125;178.160;   null;198.355;198.920;114.660;227.125;124.235;260.410;  4.171; 16.037;107.475
2024-03-24 14:50:00; 55.232;219.225;257.220; 70.042;120.509;1294.850;118.413;151.218;343.066;402.144;343.305;413.500; 99.735; 90.495;169.999;204.267;207.823;269.060; 97.830;164.353; 96.067;201.870;178.980;239.500;199.445;203.435;113.975;226.280;126.780;259.725;  4.405; 16.603;109.785
2024-03-24 14:52:00; 54.837;219.000;258.016; 67.625;121.609;1286.200;122.319;151.522;346.540;402.011;337.335;408.500;103.890; 87.330;165.116;203.333;204.979;270.372; 99.610;165.961; 97.667;202.290;180.620;240.850;197.980;203.710;114.905;225.090;124.810;260.405;  4.507; 16.062;104.396
2024-03-24 14:54:00; 53.842;219.441;253.872; 71.100;119.775;1307.850;122.025;150.972;341.027;406.763;339.995;408.000;104.899; 89.645;164.585;205.533;207.242;266.613;100.281;161.679; 97.933;200.215;181.860;   null;200.115;201.435;115.100;221.785;124.450;259.750;  4.626; 16.465;108.960
2024-03-24 14:56:00; 53.230;219.717;258.637; 71.183;124.284;1288.950;117.662;149.233;343.084;407.219;342.365;409.500;101.850; 88.265;170.078;209.467;205.529;271.738; 99.604;163.485; 97.200;202.610;180.605;244.000;199.865;201.780;113.035;230.655;123.275;259.770;  4.473; 15.809;106.446
2024-03-24 14:58:00; 54.024;219.892;258.553; 70.875;122.275;1294.000;119.496;149.319;343.553;408.449;338.440;413.500;101.624; 88.285;166.825;203.200;207.032;267.339; 99.873;165.987; 95.667;201.325;179.000;   null;198.720;204.085;114.245;221.930;122.525;260.690;  4.389; 16.411;108.753
2024-03-24 15:00:00; 53.033;220.333;259.221; 70.158;120.675;1269.250;115.936;151.145;344.105;406.581;343.730;419.000;104.866; 90.060;168.182;207.200;207.821;271.443;100.178;162.525; 95.267;197.290;181.260;246.300;197.060;206.425;114.895;221.135;123.005;258.620;  4.668; 15.695;105.677
2024-03-24 15:02:00; 54.396;216.316;259.867; 71.742;120.867;1290.350;120.028;150.792;347.888;407.598;342.480;411.500;107.253; 87.815;162.129;205.733;203.715;274.059;100.697;164.830; 96.333;200.605;180.525;   null;199.920;200.925;114.085;221.750;124.320;259.190;  4.473; 16.664;108.084
2024-03-24 15:04:00; 55.690;217.583;260.570; 70.600;118.367;1285.350;121.596;151.942;338.882;405.047;338.950;415.000;103.789; 88.465;167.476;207.000;204.637;271.383;102.025;162.757; 96.667;200.615;179.395;236.100;194.950;198.645;114.605;219.755;121.985;257.030;  4.169; 16.456;109.830
2024-03-24 15:06:00; 54.462;216.233;259.763; 68.925;123.550;1276.650;123.462;150.559;343.405;404.893;344.815;414.500;101.022; 88.365;166.026;206.867;207.954;269.876;100.440;165.430; 98.400;201.075;176.885;   null;198.075;197.310;113.030;223.495;123.240;259.690;  4.439; 16.314;106.190
2024-03-24 15:08:00; 54.448;220.250;257.277; 70.633;121.933;1300.400;117.606;150.912;349.092;406.026;341.550;408.000;103.754; 89.435;164.719;204.200;206.273;266.188; 99.334;160.778; 96.133;198.230;177.365;   null;196.170;201.210;112.905;225.550;124.270;255.475;  4.642; 16.470;105.831
2024-03-24 15:10:00; 53.182;215.559;262.192; 68.492;118.475;1283.150;119.913;151.456;346.325;403.521;338.390;412.500;105.020; 92.065;165.719;202.600;207.298;266.736;101.058;163.579; 96.267;201.095;179.065;   null;198.710;197.010;113.640;222.380;122.430;256.895;  4.481; 16.280;109.368
2024-03-24 15:12:00; 53.372;221.142;259.412; 71.400;121.533;1293.000;122.258;150.778;354.030;409.936;340.000;407.000;103.804; 89.295;161.653;205.333;207.062;268.311;101.921;165.389; 96.533;201.910;176.450;240.000;196.400;202.810;114.040;223.570;122.830;258.805;  4.049; 16.514;106.859
2024-03-24 15:14:00; 54.676;216.617;259.069; 71.408;120.725;1291.750;117.294;149.135;345.748;403.241;343.515;412.000;103.945; 88.505;171.606;205.400;204.804;269.805;100.988;168.008; 95.667;198.710;176.585;   null;197.640;196.815;115.110;220.260;122.220;259.990;  4.515; 15.898;109.215
2024-03-24 15:16:00; 54.945;219.950;260.794; 70.725;120.233;1295.750;119.965;149.279;345.346;410.107;338.885;412.000;102.576; 90.535;168.310;201.867;205.282;267.629; 99.932;165.037; 94.933;200.710;176.130;243.400;197.345;204.990;116.625;217.910;122.945;257.080;  4.498; 15.756;107.830
2024-03-24 15:18:00; 55.245;223.650;257.084; 68.892;118.675;1295.800;123.896;149.824;341.640;407.240;340.460;411.500;102.094; 90.810;164.937;205.533;207.692;267.124; 98.563;163.922; 95.200;197.190;179.875;240.900;192.985;205.475;114.015;219.990;124.390;256.610;  4.210; 15.851;105.473
2024-03-24 15:20:00; 54.755;218.433;260.382; 67.792;120.275;1305.050;119.587;148.949;345.684;406.721;338.060;412.000;103.008; 88.780;159.715;201.600;203.369;268.299; 97.739;164.193; 96.067;201.380;179.655;238.450;196.680;204.320;113.785;222.380;122.975;254.685;  4.457; 15.662;107.321
2024-03-24 15:22:00; 53.450;224.100;259.921; 72.250;120.567;1300.100;117.836;150.515;347.069;408.010;340.500;415.000;104.576; 87.930;168.145;204.333;202.482;266.666; 99.245;160.374; 94.267;198.400;178.560;240.050;193.875;202.245;113.890;225.525;121.790;257.840;  4.517; 15.229;107.937
2024-03-24 15:24:00; 53.860;221.108;260.871; 70.092;124.042;1300.350;117.885;147.073;342.585;408.525;342.245;413.000;104.844; 90.700;164.889;204.733;208.608;268.537; 99.088;163.794; 95.667;201.220;177.095;235.850;197.615;197.260;113.645;220.325;122.345;260.625;  4.228; 16.475;104.447
2024-03-24 15:26:00; 55.176;221.408;256.707; 67.558;119.817;1298.750;122.293;149.179;344.407;403.023;340.260;409.000;103.407; 88.915;161.558;206.333;207.718;271.380; 99.341;165.846; 96.067;198.935;179.280;240.800;193.910;204.615;115.260;218.700;120.530;260.395;  4.015; 16.445;104.860
2024-03-24 15:28:00; 56.165;219.467;256.863; 70.483;119.500;1300.950;120.062;149.029;342.164;409.235;338.470;411.000;102.264; 89.530;159.600;201.800;203.299;268.442;100.351;164.996; 95.733;197.465;176.670;240.400;197.505;201.015;114.575;222.115;122.120;256.605;  4.406; 17.061;105.785
2024-03-24 15:30:00; 53.233;217.525;256.192; 73.442;120.825;1285.950;122.361;147.333;347.137;400.107;344.755;416.500;100.825; 89.625;160.275;203.867;206.593;265.647; 97.988;163.700; 97.267;198.995;180.950;240.200;193.650;192.835;113.785;219.060;123.000;253.940;  4.473; 16.261;105.116
2024-03-24 15:32:00; 52.804;223.075;255.611; 71.450;121.659;1302.600;120.070;149.360;343.923;404.125;338.590;410.500;106.952; 88.375;161.238;204.333;202.649;268.945;100.968;164.088; 97.867;198.360;176.555;239.100;191.470;198.230;112.880;220.680;121.985;255.390;  4.185; 16.099;104.705
2024-03-24 15:34:00; 55.382;217.275;260.351; 66.183;121.208;1305.600;121.027;149.698;343.109;406.646;346.515;411.500;105.867; 89.205;163.755;204.800;204.792;267.834; 98.806;162.406; 96.400;197.775;178.780;232.700;195.065;196.555;111.855;222.160;123.030;259.190;  4.024; 15.555;107.428
2024-03-24 15:36:00; 54.023;222.633;260.527; 72.375;119.983;1291.700;119.085;147.612;345.776;398.977;338.980;414.000;104.928; 90.065;165.262;201.667;204.895;266.053;100.203;163.228; 97.133;194.190;176.375;233.700;191.520;200.935;114.960;215.055;124.160;252.585;  4.109; 16.244;105.628
2024-03-24 15:38:00; 56.172;219.150;260.154; 72.667;122.383;1298.700;120.854;151.393;344.744;400.631;337.915;412.500;103.838; 90.595;163.936;205.067;206.698;264.042; 98.606;162.817; 96.600;199.695;177.735;   null;193.340;192.530;114.070;219.770;122.695;257.945;  4.254; 15.523;105.732
2024-03-24 15:40:00; 55.113;222.166;258.845; 69.933;120.458;1276.700;117.556;150.257;346.745;400.455;339.140;407.500;104.056; 88.510;164.302;200.733;202.072;265.240; 97.070;165.387; 96.133;190.550;172.660;240.550;191.095;194.400;113.080;218.480;120.990;257.350;  4.617; 16.337;104.909
2024-03-24 15:42:00; 53.606;219.291;260.056; 69.600;123.716;1294.900;122.213;151.936;347.649;402.098;339.205;404.500;103.215; 89.115;161.929;202.733;203.194;264.173; 97.889;160.826; 96.467;192.590;174.065;235.500;192.810;199.195;114.860;217.430;123.435;254.745;  4.534; 16.479;105.732
2024-03-24 15:44:00; 53.658;220.450;254.380; 67.992;121.984;1300.400;117.880;148.566;344.612;400.688;335.995;406.000;100.705; 90.170;157.574;203.600;201.770;268.124;101.398;164.995; 93.200;195.030;175.115;243.500;195.420;197.510;114.325;221.250;122.280;258.870;  4.720; 15.708;105.424
2024-03-24 15:46:00; 54.815;219.441;254.569; 73.267;121.458;1294.800;119.139;150.957;343.901;401.594;338.495;407.500;102.064; 88.975;159.748;201.000;204.039;265.404;100.001;161.585; 96.267;194.010;173.440;237.100;195.295;203.935;113.575;219.030;122.885;255.920;  4.347; 16.023;106.551
2024-03-24 15:48:00; 53.815;221.116;262.727; 71.350;121.575;1291.850;118.167;149.847;343.560;402.750;343.540;405.000;103.007; 91.175;162.979;201.333;200.954;264.207; 99.993;160.640; 94.800;196.405;172.580;236.600;197.285;200.075;112.375;220.085;121.605;254.475;  4.568; 16.336;106.295
2024-03-24 15:50:00; 53.140;222.467;259.677; 70.908;119.275;1300.850;119.306;148.240;344.111;402.862;339.415;413.000;104.099; 86.790;159.107;201.200;204.008;264.609; 99.348;164.859; 94.933;192.385;175.325;234.200;192.285;201.530;113.650;217.765;121.750;254.515;  4.339; 16.621;106.144
2024-03-24 15:52:00; 54.725;226.025;257.284; 71.050;120.359;1295.250;117.278;150.023;347.487;404.091;335.230;404.500;102.153; 88.385;156.458;198.067;202.990;267.732; 98.352;164.230; 94.400;192.220;174.095;239.400;195.855;196.985;113.965;220.280;122.245;257.795;  4.093; 15.910;106.194
2024-03-24 15:54:00; 54.769;224.466;252.671; 68.517;122.483;1291.650;119.002;151.528;346.679;403.835;329.915;400.500;103.948; 87.405;162.449;198.133;208.185;267.686; 94.630;165.723; 94.133;196.190;175.345;237.600;193.130;198.005;114.560;217.130;121.265;257.315;  4.635; 16.157;104.653
2024-03-24 15:56:00; 52.449;219.975;255.593; 70.542;122.000;1282.550;120.401;150.127;351.190;407.565;332.690;405.000;102.551; 89.580;161.728;201.067;205.027;264.568; 96.536;159.696; 92.933;190.335;172.065;237.700;194.330;199.245;113.235;221.730;122.385;255.300;  4.007; 16.214;103.215
2024-03-24 15:58:00; 54.599;221.950;259.437; 68.483;121.100;1281.500;116.111;149.534;345.724;401.574;332.455;390.500;106.011; 88.085;161.213;199.467;202.447;263.074; 94.357;160.964; 94.533;194.140;178.730;240.550;192.740;197.605;115.810;218.100;120.955;256.525;  4.219; 15.527;105.682
2024-03-24 16:00:00; 54.143;217.816;258.856; 69.250;120.867;1280.050;116.544;149.716;345.619;403.597;331.740;402.000;104.522; 89.725;163.277;201.067;202.311;264.406; 98.404;162.800; 92.733;192.325;175.890;239.900;196.260;199.650;112.260;218.795;120.495;255.585;  4.261; 15.703;105.014
2024-03-24 16:02:00; 52.899;221.417;256.679; 72.983;123.883;1262.350;120.314;152.091;344.981;403.060;331.470;401.000;102.308; 87.305;161.204;201.467;206.046;265.627; 94.754;159.973; 94.133;193.100;174.015;   null;196.130;200.460;112.110;218.830;121.625;256.935;  4.660; 16.139;106.555
2024-03-24 16:04:00; 54.236;218.791;255.776; 67.950;120.700;1288.100;118.760;149.952;345.786;402.219;334.170;395.000;103.672; 88.030;159.876;201.867;200.648;264.987; 96.169;158.533; 95.933;193.660;170.945;238.750;193.520;201.855;113.695;220.955;122.805;258.510;  4.287; 16.675;107.688
2024-03-24 16:06:00; 54.047;220.808;253.812; 72.350;121.467;1287.900;118.903;150.245;348.141;401.872;329.980;393.500;106.643; 88.785;157.813;202.000;208.444;268.777; 96.727;159.234; 92.933;191.595;172.740;   null;192.760;201.730;111.270;219.545;121.815;255.385;  4.422; 16.481;104.911
2024-03-24 16:08:00; 54.180;220.600;251.393; 70.508;118.292;1277.050;118.085;150.648;347.727;399.691;330.940;397.000; 99.512; 87.925;157.685;198.333;201.194;266.408; 96.283;162.269; 94.933;198.955;173.640;   null;192.510;198.850;112.585;216.885;122.865;256.690;  4.167; 16.424;104.757
2024-03-24 16:10:00; 53.704;220.633;256.655; 72.167;122.400;1281.200;119.031;154.970;347.948;407.391;330.620;395.500;105.985; 88.515;163.897;200.067;201.157;263.400; 96.306;159.959; 92.000;193.285;174.610;   null;195.250;193.335;112.125;218.505;122.135;258.655;  4.209; 15.494;105.991
2024-03-24 16:12:00; 53.433;219.425;258.195; 67.092;119.142;1256.850;118.470;149.752;346.397;409.760;335.115;405.000;105.118; 89.065;162.369;197.733;203.330;267.456; 95.669;159.947; 95.267;194.990;170.485;   null;194.980;196.885;110.515;218.285;124.260;257.670;  4.174; 15.931;104.294
2024-03-24 16:14:00; 55.345;221.742;253.485; 70.483;119.917;1271.700;118.851;148.581;343.846;404.866;332.315;395.000;103.875; 89.545;165.558;200.267;200.275;263.321; 94.335;158.933; 95.067;195.820;172.655;   null;187.805;197.855;108.500;221.470;122.800;259.825;  4.301; 16.039;105.321
2024-03-24 16:16:00; 53.214;221.483;253.865; 71.533;122.925;1263.700;119.257;150.350;349.728;406.598;333.515;398.000;103.856; 88.330;165.270;201.867;200.477;268.951; 97.474;156.704; 93.600;196.635;172.460;237.950;191.400;200.995;111.280;219.165;121.910;257.425;  4.877; 16.174;106.041
2024-03-24 16:18:00; 54.825;218.983;255.329; 69.867;122.000;1274.000;120.124;151.401;350.340;406.588;330.150;399.500;103.622; 85.400;155.724;200.733;206.283;267.576; 99.972;161.016; 93.667;195.215;176.005;   null;195.590;197.355;111.430;218.560;122.560;260.070;  4.605; 16.483;104.089
2024-03-24 16:20:00; 53.720;222.183;255.329; 72.425;121.242;1268.550;118.905;150.657;346.739;401.910;333.180;400.500;106.571; 88.645;155.731;196.667;205.941;269.021; 97.002;157.727; 96.467;196.505;174.550;233.900;193.575;199.850;109.450;221.180;126.950;258.815;  4.503; 16.567;103.780
2024-03-24 16:22:00; 54.146;216.642;258.150; 72.233;121.192;1276.700;117.501;150.647;342.942;399.309;330.190;404.000;106.411; 89.960;163.037;195.600;202.345;268.567; 94.376;159.553; 95.733;195.150;175.225;235.500;193.865;203.730;112.350;220.275;122.480;255.190;  4.299; 16.172;106.710
2024-03-24 16:24:00; 53.620;218.567;254.990; 70.283;120.867;1276.750;116.506;150.405;344.750;398.089;334.755;403.000;104.714; 90.685;160.818;197.933;202.107;268.058; 97.846;160.519; 92.400;196.910;170.700;237.400;195.085;198.470;110.835;220.080;123.570;255.980;  4.697; 15.498;103.934
2024-03-24 16:26:00; 53.433;215.484;257.263; 69.508;121.458;1267.450;118.861;150.377;347.271;399.829;332.730;403.500;105.958; 90.970;160.001;201.267;203.597;265.610; 94.899;159.393; 95.000;198.120;172.910;   null;193.805;201.500;110.850;218.820;121.530;254.630;  4.324; 16.623;102.237
2024-03-24 16:28:00; 53.202;216.292;256.371; 68.167;122.275;1263.850;119.737;151.377;344.980;402.975;325.665;396.500;105.608; 89.520;161.410;200.400;203.597;266.441; 94.109;157.138; 95.267;197.410;173.820;238.100;189.480;205.410;111.610;221.640;121.525;256.995;  4.536; 15.485;105.014
2024-03-24 16:30:00; 53.326;217.025;257.736; 70.800;125.567;1269.550;117.982;150.287;343.717;405.539;331.680;404.000;100.109; 86.615;161.960;196.600;200.684;265.572; 96.308;160.635; 92.867;194.790;171.605;237.100;193.160;196.750;111.845;219.880;122.600;254.710;  4.154; 15.476;104.191
2024-03-24 16:32:00; 54.422;222.017;254.286; 70.250;119.466;1266.400;116.986;153.980;349.057;403.570;332.055;402.000;104.212; 87.785;158.860;203.400;202.919;263.792; 95.512;159.590; 90.600;195.815;172.605;240.300;191.950;199.575;113.075;218.810;122.435;254.640;  4.162; 15.305;104.139
